date,id,url,tweet_content,user,replyCount,retweet_count,language,source,like_count
2023-02-01 22:36:17+00:00,1620913959728721920,https://twitter.com/Lakshmeeshaji/status/1620913959728721920,@yrf I saw yesterday. Its an awesome movie. Love you all. Love you SRK.,Lakshmeeshaji,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 22:35:57+00:00,1620913874211065857,https://twitter.com/Iamsaad24/status/1620913874211065857,@goldenglobes Post more or @iamsrk as he deserves the world recognition,Iamsaad24,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 22:34:32+00:00,1620913518873837568,https://twitter.com/Asadhusainansar/status/1620913518873837568,@Pooran_marwadi @iamsrk May Be Bhola Or Singham Again Will Touch Or Cross 300 Crores..I Repeat May Be...But Not As Much Faster As Srk's Pathaan Did..,Asadhusainansar,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 22:34:23+00:00,1620913478482669569,https://twitter.com/maliha_me/status/1620913478482669569,My hearttttt this is so adorable @iamsrk 😭🥰 https://t.co/9outMBpHC1,maliha_me,8,32,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",166
2023-02-01 22:34:13+00:00,1620913439492435968,https://twitter.com/rajansari8/status/1620913439492435968,@zoo_bairr @iamsrk @yrf Muje to laga esa wahiyat tweet zubair sir ne to nhi kiya ....fir dekha prody account h......,rajansari8,0,0,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 22:33:32+00:00,1620913264438943744,https://twitter.com/PyaarSamar/status/1620913264438943744,@youcefcatalan90 @iamsrk الله يبارك فيك الفيلم رهيب جدا,PyaarSamar,1,0,ar,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-01 22:33:10+00:00,1620913175242899456,https://twitter.com/swiofla/status/1620913175242899456,"SRK, paling pilu dah beda alam 🥲",swiofla,0,0,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:33:08+00:00,1620913164585168896,https://twitter.com/AsanUllah2006/status/1620913164585168896,@Devoted2SRK57 @iamsrk I love @iamsrk too.,AsanUllah2006,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
2023-02-01 22:33:02+00:00,1620913139092168704,https://twitter.com/youcefcatalan90/status/1620913139092168704,@PyaarSamar @iamsrk مبرووك سمورة والله احسدكم ههه,youcefcatalan90,1,0,ar,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
2023-02-01 22:32:06+00:00,1620912905616248833,https://twitter.com/PyaarSamar/status/1620912905616248833,"بشكر شاروخان علي فيلم باثان لقد أعاد الحياة الي قلبي وروحي احترامي وتقديري وحبي لك سيدي ❤️🙏

@iamsrk We Love You Sir ❤️ https://t.co/xn78GZrKNk",PyaarSamar,1,2,ar,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",13
2023-02-01 22:29:47+00:00,1620912321421000704,https://twitter.com/bihanR/status/1620912321421000704,"@iamsrk  Sir jee, Montreal mein tickets mil nehi raha hain. Weekdays mein bhi house full . Will try next week again. #PathanMovie #Pathan",bihanR,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
2023-02-01 22:29:06+00:00,1620912149869772810,https://twitter.com/iamskasraful/status/1620912149869772810,@PyaarSamar @iamsrk #Pathaan ❤❤❤❤,iamskasraful,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-01 22:28:39+00:00,1620912038435520512,https://twitter.com/AsanUllah2006/status/1620912038435520512,@Devoted2SRK57 @iamsrk I am really sorry.😢,AsanUllah2006,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 22:27:26+00:00,1620911732821737476,https://twitter.com/iamskasraful/status/1620911732821737476,@MarinaOkuneva1 @iamsrk ❤❤❤❤❤❤ #Pathaan,iamskasraful,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
2023-02-01 22:27:25+00:00,1620911725598883841,https://twitter.com/Devoted2SRK57/status/1620911725598883841,@iamhindsrk @iamsrk @SRKCHENNAIFC Love your big smile! 😁❤️,Devoted2SRK57,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2
2023-02-01 22:26:56+00:00,1620911606627713024,https://twitter.com/ArifIqb99949949/status/1620911606627713024,@teamsrkfc @iamsrk Jawan sayad flashback movie hoga pathan kaise bana,ArifIqb99949949,0,0,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:26:41+00:00,1620911541758443520,https://twitter.com/chai_holiic/status/1620911541758443520,@Raffin21 @iamsrk Yes,chai_holiic,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 22:26:19+00:00,1620911450339557391,https://twitter.com/iammnaim/status/1620911450339557391,"Ever in history by any STAR!
HISTORICAL MOMENT #Pathaan

#Pathaanboxofficecollection 
In7days! 634 Cr

#SRK #Deepika #kingkhan #YRF50 
#DeepikaPadukone #ShahRukhKhan*
#ShahRukh #JohnAbraham #YRF #KingIsBack @PathaanTheFilm @iamsrk @deepikapadukone @TheJohnAbraham https://t.co/w3UVstsFfF",iammnaim,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2
2023-02-01 22:26:11+00:00,1620911417917587464,https://twitter.com/Devoted2SRK57/status/1620911417917587464,@asanullah2006 @iamsrk أنا لا أعبد SR ، أنا أحبه ، هناك فرق كبير. توقف أرجوك. لست مضطرًا إلى تلاوة آيات من القرآن ، فأنا على دراية تامة بها ، إلى جانب الكتاب المقدس لجيمس كينج المسيحي والتوراة اليهودية. أتمنى لك مساء جيدا.,Devoted2SRK57,2,0,ar,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
2023-02-01 22:26:11+00:00,1620911417183584258,https://twitter.com/AshikRaja2003/status/1620911417183584258,@iamsrk Sir mai bhi #PathaanMovie dekh liya hu 28 jan ko hi mast laga sir movie 🙋really #AskSRK #askyrf,AshikRaja2003,0,0,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-01 22:25:46+00:00,1620911313592664074,https://twitter.com/Atharluvsrk/status/1620911313592664074,"And this was WOAHW,Once again. @yrf thank U #SidharthAnand for this masterpiece. @iamsrk the joy you being into my life is inexplicable.The excitement of watching on big screen is always like a first time. @TheJohnAbraham @deepikapadukone &amp; we love u both too. U guys are awesome https://t.co/RAQzYFapHe",Atharluvsrk,0,4,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",44
2023-02-01 22:24:38+00:00,1620911028166082567,https://twitter.com/mami_josi48/status/1620911028166082567,"Bonsoir,Chelo, merci pour tes adorables et douces pensées, adorable et douce Chelo,tu es une très belle âme toi aussi. Je le sent dans tes mots, la passion et l'amour pour notre SRK ,tu le suis depuis tant d'années, toujours avec la même intensité.🤗🌞💓💖🫶🙏",mami_josi48,1,0,fr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-01 22:23:19+00:00,1620910695679418368,https://twitter.com/curlygirl099/status/1620910695679418368,"I was the witness of this successful movie #PathaanTrailer #SalmanKhan  @iamsrk @BeingSalmanKhan @deepikapadukone koi aap logo ki jgah nhi le sakta ,easy to work ,tough to make place in people’s heart  ,you guys succeeded to win our heart 😻😻.spcl thx to @anuragkashyap72.. https://t.co/LNfnCnHvRb",curlygirl099,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
2023-02-01 22:22:03+00:00,1620910374756433922,https://twitter.com/Tashi_n/status/1620910374756433922,@iamsrk #Pathaan,Tashi_n,0,0,qme,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
2023-02-01 22:21:08+00:00,1620910147819421701,https://twitter.com/MarinaOkuneva1/status/1620910147819421701,"@iamsrk “I believe in Life…means I believe in magic!! “ - Shah Rukh Khan
#SRK 
#ShahRukhKhan 
#Pathaan https://t.co/fOFyXDqmDT",MarinaOkuneva1,1,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",5
2023-02-01 22:20:32+00:00,1620909996698660864,https://twitter.com/iKnightRider19/status/1620909996698660864,@sayanigupta @iamsrk @deepikapadukone https://t.co/dYMyIMB7Jo,iKnightRider19,0,1,qme,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",116
2023-02-01 22:20:23+00:00,1620909955938402304,https://twitter.com/Vashist89858387/status/1620909955938402304,@SunnyLeone @iamsrk @ZeeMusicCompany 😦😨😨😨😲😲😲😲👎👎,Vashist89858387,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 22:19:39+00:00,1620909772747980814,https://twitter.com/SiriCosmogyral/status/1620909772747980814,Kumar Sanu’s Magical voice  +SRK ❤️ #pardes #SRK𓃵 #SharukhKhan https://t.co/TV68Ug57Ur,SiriCosmogyral,0,0,tl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",7
2023-02-01 22:19:26+00:00,1620909716015816704,https://twitter.com/AsanUllah2006/status/1620909716015816704,"﴿وَمَا خَلَقْتُ الْجِنَّ وَالْإِنسَ إِلَّا لِيَعْبُدُونِ﴾
[ الذاريات: 56]
And I did not create the jinn and mankind except to worship Me.

Surah Adh-Dhariyat
@Devoted2SRK57 @iamsrk",AsanUllah2006,1,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
2023-02-01 22:19:14+00:00,1620909669358387200,https://twitter.com/mummykasam/status/1620909669358387200,"Srk rk fan 69 is literally the most embarrassing and dumb thing ive seen on this app, have some shame man😭😹",mummykasam,1,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
2023-02-01 22:17:53+00:00,1620909327774269440,https://twitter.com/iamhindsrk/status/1620909327774269440,I'm over the moon today #PathanMovie @iamsrk love you forever ❤️ @SRKCHENNAIFC https://t.co/ieLrtSLAJN,iamhindsrk,7,23,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",130
2023-02-01 22:17:40+00:00,1620909275601321993,https://twitter.com/Rohit42456688/status/1620909275601321993,"@imusmanp @iamsrkfan_brk supported? salman fans did the peak negativity with other srk haters (boycott gang,..,etc....) against srk.",Rohit42456688,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 22:17:22+00:00,1620909198208012288,https://twitter.com/lescartesdelulu/status/1620909198208012288,@srk_aishu Et du coup mieux vaut avoir 70% de 300 000 euros que 90 % de 100 000 euros,lescartesdelulu,0,0,fr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:17:07+00:00,1620909136836968457,https://twitter.com/iamskasraful/status/1620909136836968457,@Amirasayed744M @SamarMu96883894 @Hanady0Hanady @iamsrk @deepikapadukone @TheJohnAbraham @yrf @PathaanTheFilm @Poojadadlani02 @BillySiddiqi @iamhindsrk @Random_fero #Pathaan,iamskasraful,0,0,qme,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-01 22:16:48+00:00,1620909054787993613,https://twitter.com/iamskasraful/status/1620909054787993613,@Hanady0Hanady @iamsrk @yrf @SRKCHENNAIFC @pooja_dadlani #Pathaan,iamskasraful,0,0,qme,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-01 22:16:43+00:00,1620909033262571521,https://twitter.com/lescartesdelulu/status/1620909033262571521,@srk_aishu Ce que je veux dire c’est que seule avec leur projet elle aurait fait peut être 100 000 euros de chiffre avec 3 investisseurs elles en feront peut être le triple parce que le réseau ça aide et qu’ils seront là,lescartesdelulu,1,0,fr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:16:40+00:00,1620909023188107268,https://twitter.com/Devoted2SRK57/status/1620909023188107268,@iam_utsav001 @iamsrk Definitely Shah Rukh! ❤️,Devoted2SRK57,0,0,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
2023-02-01 22:16:18+00:00,1620908931353833472,https://twitter.com/AshifAn9939/status/1620908931353833472,Just srk fan like #SRK𓃵 #phathaan #Bollywood #boyswillbeboys #INDvsNZ3rdT20 https://t.co/OhVYD07Acj,AshifAn9939,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:15:46+00:00,1620908797362606080,https://twitter.com/SRKsBerrli/status/1620908797362606080,"I may be 100% visually impaired &amp; always need assistance for everything and everywhere, but nothing can stop me from experiencing my beloved #SRK on the big screen 🥰 in these few hours I feel like before, when all was ok 😎
I love you @iamsrk ❤️ #PathaaninAustria 🇦🇹 https://t.co/3Fz619dNK7",SRKsBerrli,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3
2023-02-01 22:15:43+00:00,1620908784477683718,https://twitter.com/saraht243/status/1620908784477683718,"@iamsrk What a blessing. I’m so glad u felt that kind of support.❤️I think u feel that on the sets of Jawan &amp; Dunki too, huh??",saraht243,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:15:42+00:00,1620908778857324544,https://twitter.com/iamskasraful/status/1620908778857324544,@doaaa9351 @iamsrk #Pathaan ❤❤❤❤,iamskasraful,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
2023-02-01 22:15:35+00:00,1620908747873992709,https://twitter.com/MohsinIrshadS/status/1620908747873992709,@iamsrk Jai Hind https://t.co/MWcg9CL4dc,MohsinIrshadS,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:15:23+00:00,1620908699249426435,https://twitter.com/LoveThattukada/status/1620908699249426435,@iamsrk,LoveThattukada,0,0,qam,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 22:14:24+00:00,1620908449524760581,https://twitter.com/MohsinIrshadS/status/1620908449524760581,@iamsrk @deepikapadukone @TheJohnAbraham @yrf Jai Hind https://t.co/Mx25igMNb6,MohsinIrshadS,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:13:53+00:00,1620908320617017344,https://twitter.com/MohsinIrshadS/status/1620908320617017344,@iamsrk @deepikapadukone @TheJohnAbraham @yrf Jai Hind https://t.co/UiCQan4gKQ,MohsinIrshadS,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:13:50+00:00,1620908306939125763,https://twitter.com/saraht243/status/1620908306939125763,"@iamsrk U know what was one of the most touching things u said at the success event with the press?? That everyday u felt that Adi, Sid, Deepika, &amp; John wanted this to movie to b good 4 u &amp; for u to do well.❤️ U felt that every day.🙏❤️",saraht243,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:13:48+00:00,1620908298647080961,https://twitter.com/UsNewsconstruct/status/1620908298647080961,"Adani News: Adani Enterprises calls off FPO, money to be returned to investors https://t.co/10A9uvYs5Z #entertainment #srk #pathan #mcstan #nimritkaurahluwalia #adaniscam #stockmarket #isabe #india #usa #trendingnews",UsNewsconstruct,0,0,en,"<a href=""https://revive.social/"" rel=""nofollow"">Revive Social App</a>",0
2023-02-01 22:13:46+00:00,1620908290501918723,https://twitter.com/Salman657815571/status/1620908290501918723,@IndiasBigstPoll Srk,Salman657815571,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 22:13:19+00:00,1620908179969425409,https://twitter.com/MohsinIrshadS/status/1620908179969425409,@iamsrk @deepikapadukone @TheJohnAbraham @yrf Hai Hind https://t.co/IkVqVdBDXf,MohsinIrshadS,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:13:13+00:00,1620908153453035532,https://twitter.com/iiMunifa/status/1620908153453035532,@mi_srk_ @RimaDoe1 😭😭😭😭👍🏻,iiMunifa,0,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:13:13+00:00,1620908153411092481,https://twitter.com/lescartesdelulu/status/1620908153411092481,@srk_aishu Je me répète mais mieux vaut 70% de 1M que 90% de 300K ☺️,lescartesdelulu,1,0,fr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:12:35+00:00,1620907993750716420,https://twitter.com/MohsinIrshadS/status/1620907993750716420,@iamsrk hai hind https://t.co/zhqHEiL8Hp,MohsinIrshadS,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:12:30+00:00,1620907972582064138,https://twitter.com/ArifIqb99949949/status/1620907972582064138,"@iamsrk @deepikapadukone @TheJohnAbraham @yrf John ka end nhi Hona chahiye we love to see Jimmy again. Height se girne waqt GT moto biker jab girte hai toh airbag save kar leta hai, aise hi kuch dekhaye Jimmy is alive😇",ArifIqb99949949,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:09:38+00:00,1620907252382318603,https://twitter.com/youkayem/status/1620907252382318603,"@prodbyhiddn Difficult to understand context when you're bombarded with a singular perspective. SRK's PR (beat itw) of the ""King of romance"" made everyone totally forget Dil se, Hey Ram, PBDHH, Paheli and Fan to name a few. No superstar of his stature would ever, and this is j post ddlj lol.",youkayem,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2
2023-02-01 22:09:28+00:00,1620907209898229760,https://twitter.com/Devoted2SRK57/status/1620907209898229760,@asanullah2006 @iamsrk Allah ne mujhe pyaar karane aur pyaar paane ke lie banaaya hai.,Devoted2SRK57,0,0,hi,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:09:15+00:00,1620907155346833408,https://twitter.com/SRKsBerrli/status/1620907155346833408,"Yay I’m so happy ❤️ #Pathaan 3 times already, FDFS on 25.1.,26.&amp; 27.1. &amp; now tickets booked for 3 more times #PathaaninAustria, 4., 5. &amp; 8.2., here we go ❤️‍🔥 without my hubby it wouldn’t be possible 🥰 but he knows how much I love you @iamsrk ❤️ hugs &amp; greetings from Austria 🇦🇹 https://t.co/7mBd7eNTiL",SRKsBerrli,1,1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",14
2023-02-01 22:07:39+00:00,1620906754090614792,https://twitter.com/st_rjh2/status/1620906754090614792,@srk____6st ブスなウインクやったけど愛おしかった🥺🥺🥺,st_rjh2,0,0,ja,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:07:17+00:00,1620906662440878087,https://twitter.com/AsanUllah2006/status/1620906662440878087,@Devoted2SRK57 @iamsrk Kya Allah aapko isiliye paida kiya?,AsanUllah2006,1,0,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 22:06:42+00:00,1620906513085906951,https://twitter.com/Jasonsraj/status/1620906513085906951,@pramitheus Fun fact: Bachchan saab was 58 years old when he did Mohabbattein…..same as SRK when doing Pathaan 😀,Jasonsraj,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:06:31+00:00,1620906466772402181,https://twitter.com/unknownkeem1/status/1620906466772402181,@9f30c28d10b44a9 @as1235314 @BOWorldwide Bro SRK’s fandom is nothing in-front of RRR.,unknownkeem1,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:05:58+00:00,1620906329920651266,https://twitter.com/BadiJyoti/status/1620906329920651266,@VishalRCO07 @iamsrk @team_hyv @Sadhvi_prachi Ticket nehi mil rahi !!!! Hamare yahan ajao...khali pada hai..,BadiJyoti,0,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 22:05:40+00:00,1620906251629760512,https://twitter.com/GamingNationFF1/status/1620906251629760512,"@iamsrk 

Aslkum Bhaijaan ❤️

Main Hyderabad Se Hoon Main Aap Ka Bhout Bada Fan Hoon Inshallah Ek Din Aapse Milna Dream Hain Mera Ke Main Aapse milo Or Aapse Kuch Baate Kero 🥺

Main Aapko Bata Nahi Sakta Ke Main Aapko Bhout Zayada Pasand Kerta Hoon ❤️

Love You Bhaijaan ❤️ #srk https://t.co/sCh5C6b358",GamingNationFF1,0,0,hi,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:05:39+00:00,1620906247812947968,https://twitter.com/elitistsadgirl/status/1620906247812947968,"I am going to sob through this film and I know it. Capturing Rishi Kapoor before his passing, the voices of SRK and Mr. Bachchan who sort of raised some of us.
Thank you for this!",elitistsadgirl,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:04:36+00:00,1620905986532982786,https://twitter.com/piraji4912/status/1620905986532982786,"😍 संदिप भैय्या &amp; विजय राजे ✌🏻
@SRK_Speaks_ @VijaysinhPandit https://t.co/BCNUP2n9ZA",piraji4912,0,0,mr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 22:04:28+00:00,1620905950101258244,https://twitter.com/Uroooooooooooj/status/1620905950101258244,What can I say about #Pathaan @iamsrk you were amazing like always ❤️❤️❤️,Uroooooooooooj,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
2023-02-01 22:03:05+00:00,1620905604633214976,https://twitter.com/Perfectflaws03/status/1620905604633214976,"@Srk_Qureshi01 @Real_hitesh28 TUMAHARE TASK MASTERD HAAR GYE USKO TANG K IDEA NI AAYE..PAR DISSAPINTMENT SUMBUL SE VO SUMBUL JISKO TASK NAHI KARNE DEYA..  JO KISKE PRORITY NAHI, JISKE CONFESSION ROOM ME JAKE BITCHING....",Perfectflaws03,0,0,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-01 22:03:03+00:00,1620905596374630402,https://twitter.com/NabeelS57339614/status/1620905596374630402,@iamsrk sir apko kese pta ISI K BUDGE ZAYDA HAI.,NabeelS57339614,0,0,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 22:02:49+00:00,1620905535544430593,https://twitter.com/prodbyhiddn/status/1620905535544430593,"@youkayem One thing I don’t think SRK gets enough credit for is he never stayed comfortable, would take on challenging roles that majority of stars in his shoes would never",prodbyhiddn,0,1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3
2023-02-01 22:01:55+00:00,1620905311916920832,https://twitter.com/dilse__srk/status/1620905311916920832,"@iamsrk only you matter.
Only you. Always you...",dilse__srk,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",5
2023-02-01 22:01:42+00:00,1620905255088295936,https://twitter.com/fahimaz786/status/1620905255088295936,"@kamaalrkhan Bakht will always troll, but sare ki mar di, mume dal di pathan ki all hater know that. krk ki vi mar di, mume dal di srk ne. baap baap hota hai tu sala gaand nali ki Kira jo koi dekhna bhi chahe. kuch gawar to tujhe sit bola ta hai. pathaan to chali tere gandi mu nahi bandh hua",fahimaz786,0,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 22:01:11+00:00,1620905123550740482,https://twitter.com/Cinema00044259/status/1620905123550740482,@Flyalone21 @i_yogesh22 kaiko itna rora...cameo dekh aur sallu fans ka review dal daily..Ghanta bhi ukhad ni saktay SRK ka tum chindi sallu fans..SRK pathaan movie ka record tumharay bhai kabhi bhi tod ni sakta..tum log ko bhai pe bharoosa ni dkhra isliye cameo ka bheek mangte phirai bheekari sallu fans,Cinema00044259,0,0,hi,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-02-01 22:00:34+00:00,1620904971008090113,https://twitter.com/RuralMedia1/status/1620904971008090113,"@BorisJohnson You did not admit your mistake. @AltafHussain_90 they forced me out in the cold to say “i made a mistake” this thug and gunda has poisoned my parents to death: @ImranKhanPTI &amp; @iamsrk helped them.
My concern is why drag us in this riasate madina shithole?",RuralMedia1,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 22:00:33+00:00,1620904966633439236,https://twitter.com/MRSocialSavior/status/1620904966633439236,"@pramitheus 2000 Shahrukh Khan playing a role better suited to 2012 SRK. This is a better film if you replace the younger cast with Alia,Siddharth and Varun.",MRSocialSavior,1,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",5
2023-02-01 21:59:59+00:00,1620904823938768897,https://twitter.com/redvillapk/status/1620904823938768897,"International Model 
Ishika Arora

#ishikaarora #viral #bollywood #india #karachi #SRK #Pakistan #SalmanKhan #modeling #Russia #ShahRukhKhan #KatrinaKaif #lifestyle #redvillapk https://t.co/Qkg9rzafYL",redvillapk,0,0,ca,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 21:59:57+00:00,1620904813272899585,https://twitter.com/asnwords/status/1620904813272899585,"@moviemenfes Tim Amitabh Bachchan x SRK 🤣
Karna cinta tak hanya Eros 🤭",asnwords,0,0,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 21:59:49+00:00,1620904782411218944,https://twitter.com/DPPhD/status/1620904782411218944,@RupakChatto Deepika's father!  Now I'm feeling old as SRK and I were in the same class in St Columba's 😭,DPPhD,1,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3
2023-02-01 21:59:11+00:00,1620904623811989504,https://twitter.com/TufailRigoo/status/1620904623811989504,"Pathaan Jamboree is unstoppable.
The film is much like an exhibition and the Phenomenoh of Shahrukh
Charismatic Khan has alarmingly changed the focus, from the climate of impunity to an absolute joy mayhem.

@pathaan
@iamsrk 
@yrf",TufailRigoo,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 21:58:30+00:00,1620904451090558976,https://twitter.com/EvilGod2020/status/1620904451090558976,@plannerwrites @StiffHindu @GemsOfBollywood @iamsrk @deepikapadukone It does makes sense for #Bollywood Lobby because Their Career &amp; Fake Box office collections are more important than how audience’s reaction. They already have money so it’s safe for them to buy own tickets to their own movies. Just to “prove” their films are doing Great.,EvilGod2020,1,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3
